student_id,age,gender,gaming_hours,study_hours,sleep_hours,attendance,gaming_genre,social_activity,device_usage,reaction_time_ms,addiction_score,stress_level,grades
1332,24,Male,5.54,2.25,8.17,93.69,Casual,2.23,11.25,233.48,12.37,Low,49.68
1333,16,Male,0.75,2.65,8.58,72.99,FPS,1.31,4.75,328.99,2.54,Medium,71.4
1334,23,Female,7.5,8.23,5.18,79.65,RPG,4.58,9.41,226.95,14.44,High,61.035842600418775
1335,17,Female,6.61,4.96,5.33,85.52,RPG,0.06,10.03,248.55,16.62,Low,36.46
1336,23,Female,6.86,2.32,5.1,62.88,FPS,2.94,11.18,240.13,17.72,Low,21.55
1337,18,Male,7.25,1.9,5.75,97.83,Casual,3.86,10.12,230.28,16.67,Low,23.73
1338,21,Female,3.27,3.68,8.02,77.31,FPS,3.66,7.03,267.99,6.87,Medium,69.18
1339,18,Female,6.77,8.18,7.23,74.83,Casual,3.22,8.58,229.62,13.14,Low,74.68289979729227
1340,22,Male,1.26,4.28,7.93,96.28,FPS,2.05,6.15,302.52,3.56,Medium,90.27
1341,24,Female,0.17,2.44,6.92,64.73,FPS,4.59,5.72,313.21,3.83,Medium,59.2
1342,17,Male,6.28,4.64,5.29,61.57,Casual,1.64,8.85,234.9,10.68,Low,36.34
1343,20,Female,0.6,6.0,5.14,87.4,FPS,3.75,5.57,305.93,2.89,Medium,85.84
1344,21,Male,7.91,1.27,4.05,75.4,Casual,4.63,9.37,229.69,13.87,Low,0.0
1345,19,Female,5.4,6.65,7.9,90.58,FPS,0.64,7.63,263.97,12.93,Low,83.68
1346,19,Male,6.03,4.56,8.24,62.74,Casual,4.74,9.34,235.98,11.73,Low,46.64
1347,19,Female,1.97,1.09,7.84,75.35,FPS,3.88,4.9,287.56,9.32,Medium,60.66
1348,17,Male,5.39,7.07,4.37,69.41,FPS,3.08,9.49,257.47,14.92,High,71.71733430364611
1349,19,Other,0.35,7.41,7.81,89.58,Casual,1.87,4.16,314.17,2.43,Medium,100.0
1350,16,Female,6.7,6.66,4.23,69.09,FPS,4.52,8.14,235.94,14.95,Low,45.26
1351,21,Male,1.36,4.08,4.53,78.32,Casual,0.22,3.02,312.9,4.49,Medium,69.27
1352,16,Female,5.58,5.77,6.2,92.76,Casual,2.16,6.84,254.89,9.87,Low,61.23
1353,21,Other,1.8,4.48,6.38,96.62,FPS,3.78,7.56,282.17,8.96,Medium,88.34
1354,16,Male,0.55,7.31,8.08,88.9,RPG,4.06,4.78,305.41,3.02,Medium,100.0
1355,21,Male,3.85,6.25,7.4,77.17,FPS,1.01,9.13,257.19,8.8,Medium,80.59
1356,23,Female,1.35,1.74,4.77,82.88,FPS,0.24,5.06,302.01,5.64,Medium,64.42
1357,17,Male,5.84,6.79,5.13,87.59,FPS,4.01,7.81,236.64,10.42,Low,61.6
1358,17,Male,1.9,7.19,5.43,95.0,RPG,2.11,6.03,279.59,7.18,High,91.09
1359,19,Male,2.74,4.34,4.62,95.54,Casual,0.72,6.27,266.57,7.93,Medium,65.87
1360,18,Male,4.54,8.88,5.44,97.24,FPS,0.43,7.58,285.36,9.3,High,85.15
1361,19,Male,2.28,8.59,7.64,92.43,FPS,3.2,5.14,278.99,7.9,Medium,100.0
1362,22,Male,3.02,2.58,5.21,65.87,RPG,2.91,7.27,280.6,9.58,Medium,43.56
1363,16,Female,6.52,9.14,8.18,89.91,FPS,4.27,10.61,242.35,14.44,Low,96.81046678967616
1364,21,Female,1.43,4.97,6.35,92.58,Casual,0.16,3.19,304.03,4.82,Medium,87.76
1365,18,Male,0.66,7.51,5.61,95.11,RPG,4.34,5.74,318.29,1.2,High,91.48
1366,22,Female,2.63,8.33,6.06,96.99,Casual,4.44,6.81,287.93,8.33,Medium,96.37
1367,17,Female,3.4,5.55,7.55,80.37,RPG,2.23,7.08,274.66,5.72,Medium,83.19
1368,17,Female,4.34,4.59,6.58,86.2,FPS,0.38,9.08,270.12,11.31,Medium,66.97108774381033
1369,19,Male,2.98,9.24,4.04,60.38,Casual,4.73,4.75,286.33,8.22,High,86.27
1370,16,Male,6.32,3.08,8.61,82.91,Casual,0.36,11.92,244.67,16.12,Low,41.64
1371,18,Female,0.31,3.31,4.33,78.93,Casual,2.95,2.66,322.69,4.9,Medium,62.32
1372,24,Female,3.45,4.25,8.69,98.49,FPS,2.47,5.76,272.34,6.47,Medium,68.09
1373,22,Female,3.06,8.74,4.14,96.07,RPG,4.18,8.13,281.27,9.47,High,90.31
1374,22,Female,5.18,9.45,7.85,91.9,RPG,2.51,7.85,244.58,7.43,Low,105.49581242929955
1375,19,Male,7.73,2.98,6.67,62.28,FPS,2.35,12.88,224.79,17.01,Low,11.54
1376,17,Female,4.08,8.77,6.53,76.08,FPS,4.4,6.72,264.66,8.87,Medium,82.73
1377,19,Male,7.9,3.32,4.36,87.84,Casual,4.82,11.65,235.75,20.81,Low,34.411590637893426
1378,21,Male,2.42,9.74,5.19,61.19,FPS,2.75,4.57,276.34,5.87,High,92.88
1379,18,Female,0.25,6.38,7.89,69.43,FPS,2.27,4.91,312.25,4.66,Medium,90.98
1380,16,Male,1.33,1.06,8.46,95.5,FPS,4.16,3.16,298.8,1.77,Medium,73.43
1381,23,Male,3.16,1.31,6.65,65.19,FPS,4.16,8.66,288.79,8.4,Medium,47.83
1382,20,Female,2.53,2.33,5.77,62.05,FPS,1.6,5.39,276.88,4.82,Medium,55.24
1383,20,Male,0.78,2.69,4.3,83.22,Casual,2.88,4.14,310.68,1.25,Medium,55.47
1384,19,Other,3.46,7.91,7.41,97.86,Casual,0.77,4.58,279.27,5.63,Medium,96.55
1385,21,Other,2.7,3.0,5.39,93.38,RPG,3.18,8.58,296.84,7.11,Medium,61.08
1386,18,Female,0.98,9.72,4.28,98.99,FPS,4.17,6.05,299.69,8.58,High,100.0
1387,24,Male,2.37,6.73,7.33,90.14,Casual,0.94,5.61,278.49,6.24,Medium,88.51
1388,20,Male,7.09,7.23,6.43,77.49,FPS,1.62,12.69,239.67,14.27,Low,72.08775226068668
1389,18,Male,2.42,2.96,4.06,97.86,FPS,2.24,8.08,277.01,6.62,Medium,57.14
1390,16,Male,5.71,9.03,4.55,77.07,FPS,4.23,9.38,246.25,15.29,High,68.93198578330572
1391,21,Male,4.9,7.01,7.5,74.0,RPG,3.66,7.07,258.81,9.48,Medium,58.04
1392,17,Other,3.42,8.78,4.32,77.93,Casual,1.58,6.86,285.12,11.54,High,85.46
1393,18,Male,1.91,9.61,8.33,92.56,Casual,1.22,4.53,281.66,7.19,Medium,100.0
1394,16,Female,2.95,2.13,5.56,96.71,RPG,3.48,6.19,281.64,7.13,Medium,62.6459388433947
1395,24,Male,4.74,1.87,4.44,74.31,RPG,2.4,10.3,263.38,10.95,Medium,32.67
1396,23,Female,2.81,8.23,7.8,78.49,FPS,2.97,5.22,277.67,4.92,Medium,100.0
1397,17,Female,1.72,8.8,6.62,95.93,RPG,3.24,6.91,295.78,6.42,Medium,100.0
1398,23,Male,0.93,6.25,5.53,61.88,Casual,2.79,6.61,317.73,5.53,Medium,75.26
1399,24,Male,7.04,4.29,6.03,91.35,FPS,3.07,12.07,230.45,19.28,Low,43.56
1400,16,Female,3.52,6.87,4.11,78.17,FPS,4.44,7.16,274.12,9.57,Medium,64.89
1401,20,Female,5.0,3.75,7.31,75.06,FPS,4.34,8.82,268.86,11.21,Medium,55.77
1402,23,Female,3.92,3.15,5.83,77.88,RPG,0.75,9.02,270.78,13.14,Medium,54.431781659021624
1403,17,Male,6.98,5.39,7.57,76.75,RPG,2.93,8.2,249.62,16.21,Low,49.68
1404,19,Male,4.38,2.95,7.14,90.26,RPG,2.2,9.06,251.06,9.72,Medium,56.08
1405,22,Female,3.85,5.35,7.26,97.12,Casual,1.43,7.49,271.07,9.35,Medium,69.91
1406,18,Female,7.4,9.61,7.96,79.66,RPG,3.16,10.39,238.96,17.62,Low,77.42082051510255
1407,20,Male,5.76,8.56,7.16,93.31,RPG,2.55,10.59,243.69,14.54,Low,77.12801939720653
1408,23,Female,0.89,9.47,6.09,89.28,Casual,3.87,3.22,306.98,0.93,Medium,100.0
1409,18,Male,1.42,8.26,5.95,73.23,Casual,0.47,6.9,315.59,5.93,High,100.0
1410,19,Male,6.3,4.19,4.6,83.49,FPS,1.51,10.74,236.65,13.47,Low,46.96
1411,24,Male,6.69,8.31,7.9,86.67,RPG,0.13,10.74,244.55,15.53,Low,87.52558276038593
1412,22,Male,4.36,9.31,7.81,60.94,Casual,3.73,7.98,275.15,7.93,Medium,85.25
1413,16,Female,4.44,9.52,5.23,75.84,FPS,4.56,6.5,267.49,8.13,High,82.05
1414,19,Male,5.06,7.15,8.31,99.71,Casual,2.94,9.14,259.68,16.36,Low,88.06232014887388
1415,19,Male,3.51,2.9,6.95,85.49,FPS,3.08,8.13,267.63,8.48,Medium,56.65
1416,24,Female,5.44,1.36,6.39,73.37,Casual,0.23,6.5,262.03,13.64,Low,35.23
1417,21,Female,0.87,2.32,4.09,70.0,FPS,2.52,3.7,297.02,2.9,Medium,46.9
1418,24,Female,7.69,9.69,5.91,68.38,Casual,2.63,12.85,231.63,15.55,High,80.52919159668373
1419,21,Female,6.0,5.16,7.2,76.07,FPS,0.19,10.16,242.82,11.92,Low,53.88
1420,21,Male,5.05,8.69,4.45,67.73,FPS,3.91,9.13,255.45,10.55,High,73.53934850100686
1421,20,Female,2.53,5.19,6.3,65.41,FPS,1.39,4.67,287.63,10.42,Medium,67.43
1422,20,Female,1.29,6.95,8.97,74.56,FPS,3.62,5.45,309.51,4.2,Medium,100.0
1423,17,Female,3.27,1.22,7.58,84.28,Casual,2.01,8.2,296.38,9.37,Medium,55.98
1424,23,Male,5.29,3.25,6.73,65.86,FPS,4.98,8.3,257.63,13.45,Low,45.62
1425,23,Male,5.07,4.93,6.67,61.77,RPG,1.06,6.98,251.96,12.1,Low,50.38
1426,16,Female,3.06,6.68,4.22,61.39,RPG,0.29,4.45,268.88,8.54,Medium,62.08
1427,23,Male,4.91,2.54,8.79,70.7,FPS,4.9,8.44,272.68,10.53,Medium,65.23911967044475
1428,20,Female,6.51,7.88,8.64,67.61,FPS,1.22,10.93,243.63,12.86,Low,79.19753752635751
1429,17,Female,0.21,4.28,7.41,81.57,FPS,3.18,2.02,315.16,-0.56,Medium,79.14063118463787
1430,17,Female,3.6,8.36,4.5,78.23,RPG,1.87,6.71,277.39,5.69,High,75.04
1431,21,Female,6.07,1.88,5.04,72.99,Casual,3.2,9.91,254.83,13.02,Low,13.62
1432,24,Female,4.37,7.12,4.92,93.34,Casual,2.98,6.15,263.46,2.18,High,71.36941320462881
1433,16,Male,5.21,3.64,6.6,80.2,Casual,3.54,7.56,250.82,13.04,Low,51.63439596171614
1434,21,Female,4.13,8.16,5.04,63.66,RPG,0.09,8.17,257.34,11.42,High,67.45
1435,24,Female,7.93,4.62,7.48,71.83,Casual,4.18,12.56,214.05,16.22,Low,31.09
1436,23,Male,0.44,6.99,6.73,98.93,FPS,2.39,4.62,311.27,0.22,Medium,100.0
1437,21,Male,3.93,9.41,4.09,99.08,RPG,2.59,8.5,283.59,13.2,High,91.33
1438,18,Male,0.73,1.19,7.72,70.19,FPS,2.06,4.64,306.16,5.35,Medium,52.01
1439,23,Female,1.28,1.1,4.94,66.69,FPS,4.95,6.46,307.25,4.64,Medium,57.93
1440,24,Male,3.06,7.93,8.12,79.83,Casual,4.01,8.19,294.53,7.33,Medium,93.81
1441,16,Female,1.24,6.82,5.78,79.26,FPS,1.56,6.22,308.94,5.05,Medium,90.1
1442,24,Male,7.71,3.64,5.69,76.41,Casual,3.92,11.59,247.22,14.48,Low,20.75
1443,21,Male,7.57,5.45,4.06,81.17,RPG,2.18,13.54,229.84,18.71,Low,30.13
1444,21,Female,2.69,1.38,8.94,69.29,FPS,4.35,3.89,286.15,3.58,Medium,66.15
1445,19,Male,5.12,2.73,7.06,64.6,FPS,0.15,7.1,254.74,6.45,Low,35.42
1446,16,Female,4.27,4.82,6.11,82.82,FPS,1.78,9.31,288.68,9.43,Medium,61.9
1447,23,Female,6.52,8.51,4.48,97.3,Casual,2.15,11.65,253.95,13.57,High,68.62935441236611
1448,17,Female,5.02,5.32,7.5,65.51,RPG,3.72,10.11,245.17,16.2,Low,50.03
1449,16,Male,0.0,6.28,5.41,88.19,RPG,0.91,5.36,341.1,6.03,Medium,78.1
1450,17,Female,6.11,8.86,8.94,77.52,FPS,1.43,9.22,251.66,11.54,Low,90.42716069114833
1451,16,Female,5.97,3.78,8.75,71.76,FPS,3.62,11.63,249.65,14.57,Low,41.42
1452,16,Female,4.08,7.31,7.68,94.12,FPS,0.38,6.13,276.22,7.87,Medium,80.16
1453,24,Female,7.22,8.76,8.86,78.26,Casual,1.01,12.9,223.77,20.96,Low,85.6362444209363
1454,16,Female,7.27,2.82,4.53,83.33,FPS,3.77,11.05,234.73,12.79,Low,24.34
1455,19,Female,4.19,4.21,5.4,77.72,RPG,4.38,6.01,266.63,10.22,Medium,53.32
1456,21,Female,4.86,9.82,5.27,63.25,RPG,3.64,9.54,258.08,14.62,High,80.30792739364614
1457,22,Male,7.97,9.85,4.36,83.8,FPS,2.64,10.45,233.95,16.09,High,55.82318207579687
1458,17,Male,2.39,3.01,8.86,76.75,RPG,0.5,4.49,288.68,5.88,Medium,62.52
1459,21,Male,2.6,1.6,4.3,63.47,Casual,4.14,4.46,289.8,8.24,Medium,36.79
1460,22,Male,1.46,3.44,8.28,83.83,FPS,0.62,2.61,305.76,1.28,Medium,83.59
1461,17,Male,7.17,4.58,7.84,60.39,RPG,1.93,11.99,243.4,18.02,Low,36.44
1462,17,Male,5.96,4.97,5.88,68.34,Casual,0.25,9.39,261.16,10.54,Low,49.17
1463,22,Female,0.85,6.57,4.09,91.24,FPS,3.55,6.74,309.95,1.45,Medium,89.63
1464,16,Male,7.85,9.1,4.03,61.52,FPS,2.52,11.05,222.02,19.0,High,52.71126444257314
1465,23,Female,5.85,3.97,5.02,85.87,FPS,4.54,11.07,268.84,12.38,Low,35.1
1466,18,Male,6.8,8.65,6.47,97.99,Casual,0.69,12.64,212.6,16.88,Low,77.87417087604358
1467,21,Male,0.39,1.84,6.29,66.85,FPS,4.1,1.5,323.99,-1.02,Medium,62.54
1468,24,Male,4.04,1.38,6.93,76.68,FPS,2.55,5.57,270.08,9.41,Medium,39.61
1469,21,Male,5.59,5.54,7.86,83.02,FPS,1.83,8.33,258.63,9.23,Low,59.86
1470,24,Female,4.34,1.54,5.89,78.02,FPS,3.22,9.69,268.33,13.95,Medium,43.82
1471,22,Female,5.33,4.53,4.8,84.82,FPS,3.95,10.52,268.85,14.88,Low,48.912246009543054
1472,24,Male,6.54,9.07,8.0,76.16,RPG,2.2,9.37,245.71,13.29,Low,89.96797390666643
1473,17,Male,2.99,3.17,5.66,65.94,FPS,1.16,4.99,269.91,3.25,Medium,48.01
1474,23,Male,6.79,7.35,5.43,63.56,Casual,4.58,11.8,223.86,15.68,High,59.60184849799595
1475,23,Female,1.3,3.72,7.82,89.78,Casual,1.56,5.28,302.25,3.87,Medium,97.89092164488488
1476,17,Female,2.17,1.4,8.67,69.54,RPG,4.99,3.33,300.04,3.83,Medium,55.14
1477,19,Female,0.35,6.01,8.57,93.9,Casual,3.84,5.37,328.87,5.31,Medium,98.7
1478,22,Female,2.92,8.51,4.69,89.72,RPG,3.44,8.7,278.27,11.16,High,91.91
1479,19,Female,3.04,4.69,6.52,61.98,RPG,0.06,4.25,261.41,7.54,Medium,55.8
1480,19,Male,6.44,6.56,4.46,68.05,FPS,2.24,8.87,247.03,17.08,Low,56.195058153358666
1481,21,Male,5.23,9.1,8.8,71.68,FPS,2.51,10.33,257.66,7.4,Low,93.23497729297634
1482,21,Female,3.49,8.11,5.08,83.78,FPS,1.88,7.41,279.55,8.33,High,74.67
1483,18,Female,5.22,2.74,4.99,92.39,FPS,0.75,11.17,246.35,12.71,Low,37.8
1484,24,Female,0.42,7.6,8.44,62.41,Casual,1.84,6.0,326.89,5.31,Medium,97.85
1485,17,Female,1.44,5.52,8.84,69.98,FPS,0.37,3.33,294.56,3.19,Medium,92.22
1486,21,Male,5.02,7.71,7.49,75.05,FPS,1.45,9.39,262.84,13.34,Low,80.52882382702813
1487,22,Female,5.13,5.45,4.61,67.34,Casual,0.42,9.4,261.2,11.43,Low,47.02
1488,24,Female,6.19,2.15,6.43,81.81,RPG,3.76,7.74,251.22,11.81,Low,25.4
1489,18,Male,3.22,6.13,8.08,79.12,RPG,3.36,4.67,273.91,8.77,Medium,77.74
1490,18,Female,5.78,5.43,6.86,72.66,FPS,4.7,9.63,241.41,13.48,Low,54.46479994623444
1491,22,Female,5.47,5.66,4.66,80.68,Casual,1.9,8.48,262.89,13.06,Low,50.82
1492,19,Male,7.71,8.91,4.86,74.23,FPS,3.93,11.44,233.01,14.8,High,56.603513858340094
1493,23,Male,1.72,9.05,8.32,73.73,RPG,2.94,3.91,302.71,5.89,Medium,100.0
1494,22,Male,4.41,5.08,6.64,70.62,RPG,3.23,8.19,278.34,8.56,Medium,61.62
1495,20,Female,4.81,5.1,7.53,81.62,RPG,2.74,7.73,265.7,14.51,Medium,55.98
1496,22,Male,7.99,5.64,5.87,77.76,Casual,3.9,13.43,220.42,18.19,Low,31.75
1497,18,Female,1.61,5.68,6.66,67.85,FPS,0.21,4.14,305.86,3.66,Medium,85.5
1498,17,Female,4.19,9.55,8.89,60.52,Casual,0.4,9.54,274.22,12.84,Medium,95.09
1499,21,Male,2.77,6.84,5.65,66.04,RPG,0.48,5.72,291.52,6.91,Medium,66.38
1500,17,Female,4.21,3.5,7.37,61.71,RPG,1.44,8.1,260.65,11.8,Medium,47.78
1501,18,Other,1.86,5.78,4.86,77.26,Casual,2.96,4.29,287.89,4.34,Medium,80.44
1502,21,Male,0.38,6.65,4.61,69.0,RPG,3.23,5.43,324.24,4.71,Medium,80.43
1503,20,Male,4.58,6.76,7.92,76.82,Casual,3.56,9.8,263.56,11.62,Medium,78.56
1504,23,Female,2.69,6.27,8.22,73.18,FPS,1.4,7.74,268.29,9.64,Medium,82.23
1505,24,Female,1.46,2.6,7.34,81.52,Casual,3.25,5.66,288.77,7.32,Medium,66.6
1506,18,Male,2.59,1.3,4.79,88.95,Casual,0.59,5.11,275.73,3.27,Medium,38.93
1507,18,Male,0.39,4.04,5.2,79.17,Casual,0.05,4.57,325.99,3.59,Medium,73.05
1508,18,Male,7.6,4.85,8.56,62.48,Casual,3.47,13.4,228.32,21.76,Low,49.9
1509,21,Other,4.65,1.56,5.44,60.7,FPS,3.58,8.89,264.55,12.66,Medium,30.66
1510,16,Male,6.52,8.33,8.09,68.53,RPG,3.11,12.3,238.23,20.81,Low,84.93536396051547
1511,22,Female,3.38,4.1,5.43,77.0,Casual,1.29,5.9,268.85,6.16,Medium,53.0
1512,16,Female,7.23,9.22,8.7,61.8,RPG,4.64,12.46,240.84,17.59,Low,83.27144285271568
1513,20,Male,3.87,2.39,8.57,73.11,RPG,4.38,8.46,280.08,11.01,Medium,62.02468648511225
1514,23,Female,4.59,1.51,4.22,95.48,FPS,2.58,9.69,257.87,10.68,Medium,36.84
1515,19,Male,3.93,5.34,7.85,63.6,FPS,4.95,8.48,286.86,7.66,Medium,67.33
1516,20,Female,5.87,2.7,4.85,97.94,RPG,1.49,9.27,257.01,17.78,Low,59.05444219165794
1517,19,Male,4.53,9.44,5.08,94.27,Casual,2.46,8.96,257.1,13.52,High,89.96
1518,19,Female,2.17,1.09,6.3,93.27,RPG,4.64,7.83,291.09,8.29,Medium,59.82
1519,23,Female,1.16,4.71,6.88,94.55,FPS,2.31,4.25,302.4,3.96,Medium,88.0
1520,17,Male,4.85,9.34,5.63,63.2,RPG,2.36,10.61,264.92,12.86,High,65.53
1521,16,Male,3.91,4.46,6.88,66.05,Casual,0.4,5.16,258.79,9.7,Medium,60.87
1522,18,Male,0.77,1.84,4.85,65.37,RPG,1.06,1.84,303.71,4.96,Medium,54.18
1523,24,Male,3.16,3.73,4.11,64.45,Casual,0.79,6.63,290.02,6.64,Medium,53.89
1524,19,Female,4.12,5.48,6.86,73.11,FPS,2.83,9.36,254.69,11.07,Medium,65.19
1525,20,Female,6.62,2.67,6.59,93.21,Casual,1.59,8.86,238.58,13.62,Low,29.1
1526,17,Male,0.61,5.2,7.45,70.08,Casual,0.39,5.08,300.42,1.34,Medium,79.62
1527,19,Female,2.79,8.53,7.25,69.77,Casual,2.55,6.52,295.65,6.22,Medium,84.54
1528,17,Female,6.58,8.85,8.49,87.04,Casual,3.35,9.03,244.47,14.82,Low,95.62047694022296
1529,17,Female,5.19,1.44,6.3,63.88,FPS,3.68,7.62,243.04,11.0,Low,31.63
1530,19,Male,2.32,2.45,4.04,74.41,Casual,4.19,3.69,281.74,5.38,Medium,43.55
1531,21,Male,6.76,3.48,7.15,71.82,RPG,2.41,10.44,239.02,16.81,Low,39.58
1532,22,Male,3.95,6.35,7.38,93.89,FPS,1.95,7.2,249.53,11.84,Medium,87.43
1533,18,Female,3.99,4.25,6.61,80.58,FPS,3.42,6.44,261.12,14.51,Medium,64.09
1534,18,Male,7.81,8.6,7.45,85.86,FPS,0.07,13.66,218.04,20.09,Low,79.98482054205815
1535,21,Male,7.58,7.45,5.62,65.16,Casual,3.17,12.67,241.89,16.47,High,47.14545578188738
1536,18,Male,2.87,1.9,4.74,97.16,RPG,2.03,6.49,279.79,9.76,Medium,54.65
1537,17,Female,1.12,6.62,7.32,72.9,RPG,2.26,4.73,313.15,3.41,Medium,86.2
1538,23,Male,2.61,2.02,5.23,88.27,FPS,1.48,4.58,283.95,4.81,Medium,60.56
1539,20,Male,0.24,3.3,6.28,98.19,RPG,0.64,4.49,324.57,3.85,Medium,77.78
1540,16,Male,0.17,2.6,6.46,80.35,FPS,2.01,5.94,302.44,6.05,Medium,63.54
1541,18,Male,3.16,2.56,6.39,80.3,RPG,1.54,8.65,274.85,7.85,Medium,48.0
1542,23,Female,7.53,6.55,6.99,64.69,Casual,4.8,8.95,228.55,16.4,Low,42.64
1543,19,Male,6.97,6.07,4.15,75.61,Casual,4.72,8.24,238.14,15.49,Low,37.6
1544,22,Male,4.09,2.58,8.95,94.1,FPS,3.22,9.9,274.16,9.19,Medium,64.05
1545,17,Female,4.52,9.91,7.58,65.4,RPG,4.52,6.52,267.69,7.18,Medium,97.70506856663137
1546,22,Male,0.05,4.8,6.13,96.7,RPG,3.76,3.8,324.46,-0.83,Medium,79.14
1547,20,Male,1.72,1.87,4.96,86.69,FPS,1.73,3.09,299.24,6.68,Medium,63.34
1548,20,Female,0.2,2.09,4.4,76.84,Casual,3.02,5.42,319.34,2.08,Medium,44.52
1549,21,Male,6.04,6.26,7.36,81.86,RPG,1.1,7.63,237.39,11.61,Low,64.74
1550,24,Male,1.17,9.81,5.58,66.02,RPG,3.44,5.39,289.78,5.09,High,100.0
1551,21,Male,6.95,6.15,5.15,68.7,RPG,0.22,8.23,225.42,17.14,Low,41.43
1552,23,Female,5.15,9.54,5.9,71.46,FPS,4.16,6.93,241.33,8.86,High,87.62000317099327
1553,22,Female,1.84,5.0,6.96,75.39,FPS,2.92,5.4,300.16,1.68,Medium,77.13
1554,24,Female,1.26,4.92,7.36,96.62,FPS,0.29,2.49,314.27,6.09,Medium,86.27
1555,19,Female,5.02,5.5,7.23,74.7,FPS,4.36,7.0,250.28,12.06,Low,60.39
1556,17,Male,7.21,7.28,8.32,80.95,FPS,4.39,8.89,243.57,13.11,Low,72.29364247436102
1557,22,Male,5.75,4.31,5.09,66.48,Casual,4.26,6.95,255.52,11.22,Low,37.4
1558,21,Female,2.79,8.77,7.18,89.44,Casual,3.87,8.64,280.98,6.5,Medium,100.0
1559,16,Female,4.7,1.26,4.51,82.41,Casual,3.39,7.95,260.11,12.3,Medium,37.78900129136842
1560,24,Male,2.49,4.96,6.74,77.6,Casual,1.98,7.78,301.27,9.67,Medium,79.89916324211427
1561,24,Female,7.99,5.6,6.92,97.89,Casual,0.68,10.78,200.88,18.71,Low,46.63
1562,17,Male,5.99,6.46,5.08,95.63,FPS,1.44,7.2,259.23,12.92,Low,56.8
1563,18,Male,4.92,3.48,5.96,86.38,RPG,1.74,9.4,269.92,12.84,Medium,53.33
1564,20,Male,3.39,4.85,8.14,96.87,FPS,1.79,4.58,273.43,5.89,Medium,81.07
1565,20,Male,4.95,5.36,4.74,82.59,FPS,2.83,8.71,259.67,10.89,Medium,53.9
1566,16,Female,2.73,7.18,6.17,93.08,RPG,1.04,4.43,303.51,6.32,Medium,81.0
1567,23,Female,0.23,7.96,8.66,76.38,RPG,0.95,4.58,304.14,2.08,Medium,106.65674997783667
1568,23,Male,3.16,7.64,6.52,63.47,FPS,3.58,8.62,280.26,9.05,Medium,83.05
1569,19,Male,7.44,4.07,7.63,99.77,FPS,0.04,13.22,237.19,14.53,Low,47.12
1570,22,Female,5.01,10.0,8.13,66.63,FPS,0.75,8.65,261.98,13.6,Low,107.57247642001266
1571,18,Male,0.67,8.64,5.02,70.06,Casual,2.17,4.33,312.48,1.03,High,95.32
1572,21,Female,7.08,3.34,5.09,66.52,Casual,0.75,8.27,253.21,10.54,Low,22.44
1573,24,Male,2.15,2.76,7.79,73.5,Casual,4.8,7.0,283.12,5.29,Medium,60.91
1574,16,Female,1.95,3.83,7.77,71.57,Casual,3.35,7.73,285.97,6.36,Medium,72.34
1575,20,Male,2.38,5.07,4.3,84.04,RPG,2.16,5.57,266.31,10.39,Medium,66.87
1576,19,Male,4.62,8.66,5.61,99.86,FPS,0.56,9.59,253.77,10.75,High,89.33
1577,23,Male,4.36,8.01,5.99,62.1,Casual,1.93,9.35,261.03,11.63,High,77.33
1578,16,Male,3.93,8.66,8.15,91.14,FPS,3.25,8.86,276.04,10.97,Medium,89.42
1579,24,Male,5.74,3.45,6.11,65.12,FPS,4.84,10.53,260.72,10.85,Low,41.79
1580,21,Female,2.53,6.34,8.63,60.79,Casual,2.36,4.61,280.0,5.89,Medium,81.27
1581,19,Male,6.26,3.55,8.98,85.54,Casual,3.46,11.02,243.45,14.37,Low,55.300452126611795
1582,24,Male,1.4,1.98,7.9,94.93,RPG,0.98,3.12,317.16,3.83,Medium,81.30026281306888
1583,20,Female,6.26,7.16,7.33,67.05,Casual,3.12,10.82,243.01,15.65,Low,79.19022842984805
1584,20,Female,5.31,2.29,5.96,73.66,RPG,1.2,6.33,261.47,12.83,Low,38.13108894622554
1585,20,Other,5.47,7.01,4.34,66.75,FPS,0.99,11.06,265.57,12.02,High,63.0507052766736
1586,16,Female,3.85,6.83,6.87,96.26,RPG,2.55,8.99,264.5,11.24,Medium,74.12
1587,16,Male,5.34,8.29,5.81,70.81,Casual,1.06,9.75,244.59,11.43,High,86.4830740427617
1588,23,Female,0.64,2.26,5.75,77.79,RPG,3.61,2.11,328.53,0.19,Medium,53.33
1589,23,Female,6.81,8.05,7.44,95.79,Casual,4.69,11.93,244.07,19.69,Low,82.1621616942156
1590,21,Female,0.44,9.99,6.32,82.11,RPG,1.97,5.82,301.45,-0.06,Medium,100.0
1591,19,Male,1.19,8.66,7.76,97.31,RPG,1.61,5.63,295.15,3.57,Medium,100.0
1592,17,Male,4.61,7.77,5.99,97.06,FPS,0.88,10.49,262.68,12.6,High,69.9
1593,17,Male,5.92,6.96,4.75,78.46,FPS,1.95,7.38,262.9,11.37,Low,48.49
1594,24,Female,0.61,4.8,6.31,83.3,FPS,2.8,5.15,322.5,3.79,Medium,77.7
1595,20,Female,7.37,7.57,8.76,69.21,RPG,1.86,10.99,242.23,13.86,Low,70.04654466186726
1596,19,Female,7.79,7.52,8.01,99.62,Casual,3.12,9.52,222.16,12.75,Low,82.05433389969585
1597,16,Male,4.85,6.68,5.03,71.13,Casual,3.31,9.14,261.72,10.1,Medium,56.24
